beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,sigma_manual,sigma_acclka,gamma_manual__1,gamma_manual__3,gamma_manual__4,gamma_manual__10,gamma_manual__11,gamma_manual__13,gamma_manual__14,gamma_manual__17,gamma_acclka__2,gamma_acclka__3,gamma_acclka__5,gamma_acclka__6,gamma_acclka__7,gamma_acclka__8,gamma_acclka__9,gamma_acclka__11,gamma_acclka__12,gamma_acclka__14,gamma_acclka__15,gamma_acclka__16
2.02256,2.02635,0.07542,0.07775,0.53653,0.44929,-0.05588,-0.00694,0.11356,0.03817,-0.04744,-0.03618,-0.00105,0.07611,0.05966,-0.06667,0.05777,0.06036,0.04784,0.05410,-0.02788,-0.00062,-0.05570,-0.03369,-0.05946,0.09331
1.99583,2.01236,0.04643,0.08985,0.52016,0.44656,-0.03280,0.01381,0.03998,-0.05409,-0.00193,-0.01950,-0.01084,0.04006,0.03961,-0.11945,0.04173,0.04175,0.04205,0.00986,-0.03684,-0.15655,-0.01074,-0.03988,-0.07850,0.15626
2.02807,2.03593,0.05939,0.12729,0.47059,0.47921,0.06711,0.12305,-0.02536,-0.00082,-0.01901,-0.00807,-0.02826,-0.05433,-0.04549,-0.07051,0.07780,0.01071,0.05621,0.12691,0.02135,0.35785,-0.00013,-0.03526,-0.15891,-0.03764
1.98530,2.04053,0.00632,0.04967,0.49981,0.46009,-0.00978,0.01212,-0.01171,-0.00776,0.00361,0.00084,0.00268,0.01059,0.02289,-0.10869,-0.01000,0.04414,0.04576,-0.02798,-0.03669,-0.03133,0.04266,0.01195,-0.06179,-0.00886
2.04155,1.99934,0.00741,0.05809,0.48672,0.46063,-0.01041,0.00052,-0.00075,-0.00269,-0.00590,-0.00422,-0.00053,0.00614,0.04598,-0.06837,0.02462,0.03856,0.11299,0.04294,-0.06960,0.00206,0.04052,0.01709,-0.11845,0.02520
2.04846,2.00614,0.03462,0.13552,0.47711,0.47368,-0.03420,0.02194,-0.01841,-0.02801,-0.00932,0.02042,-0.02251,0.00936,0.08551,-0.10201,0.11174,0.04626,0.06142,0.14277,0.16032,0.06435,-0.00250,-0.00552,0.02646,-0.04797
1.99074,2.03151,0.03834,0.04217,0.49823,0.46874,0.02962,0.03125,0.00287,-0.00038,-0.00356,-0.05371,-0.00814,-0.01375,-0.02918,-0.03653,0.02055,0.03501,0.07826,0.00367,-0.05735,0.02446,-0.02767,-0.04177,-0.12683,0.05010
1.99138,2.02850,0.04955,0.04470,0.47041,0.46376,0.00836,-0.04221,0.03641,0.02552,-0.07983,0.02885,0.09526,-0.00221,0.05256,-0.01062,0.01880,0.02101,0.07553,0.04753,0.00707,0.02492,-0.00570,0.05220,-0.12390,0.01902
1.96676,2.03766,0.05123,0.02562,0.50720,0.47747,-0.02102,-0.07266,0.03755,-0.04209,0.04956,0.02227,-0.03761,0.04384,0.01957,-0.00058,0.01342,0.00440,0.02015,0.02691,0.00373,-0.00138,0.03040,0.00374,-0.02963,-0.02175
1.97418,2.03270,0.03285,0.06159,0.45011,0.48828,-0.00059,-0.02782,0.01333,0.00461,0.01069,-0.06435,-0.04703,0.03200,0.07065,0.01091,0.03209,0.01038,0.05544,0.02677,-0.03523,0.05689,0.03269,-0.02854,-0.05428,-0.06525
2.00697,1.96511,0.04596,0.06205,0.51213,0.48001,-0.02031,-0.04203,0.03518,0.03452,0.04258,-0.04152,-0.03451,0.06744,-0.02670,-0.03795,0.08495,0.06932,0.11736,0.08829,-0.01223,0.01591,-0.07767,0.02526,-0.07110,0.06788
1.99736,2.02392,0.00784,0.08424,0.46688,0.45295,0.01569,-0.00232,0.00311,-0.00731,-0.01479,0.00471,0.00842,-0.01101,0.06141,-0.07781,0.04695,0.04968,0.02628,0.04743,0.02339,0.10895,0.12271,-0.04422,-0.04790,-0.01314
1.99527,2.01356,0.07705,0.05909,0.50716,0.48692,-0.02549,0.04306,0.07561,0.05531,0.18429,-0.10788,-0.01358,0.02753,-0.02424,-0.05560,0.07512,0.06973,0.08368,0.06624,0.00301,0.00510,-0.08694,0.01074,-0.07945,0.07636
2.04475,1.98026,0.00442,0.06499,0.53195,0.46381,0.00264,-0.00460,0.00302,-0.00177,0.00455,0.00091,0.00370,0.00179,-0.01974,-0.04246,0.08066,0.10014,0.08403,0.02951,-0.00521,-0.02932,0.02103,-0.00342,-0.13398,0.01496
1.97916,2.05466,0.15317,0.02232,0.49339,0.48186,-0.00059,0.02060,0.05870,-0.08485,-0.17815,-0.02780,-0.14807,0.02143,-0.00644,-0.03635,-0.01576,-0.00015,0.02529,0.04066,0.01662,0.03534,-0.01690,0.03483,-0.03659,0.01112
1.98487,2.04629,0.12332,0.02196,0.49997,0.48532,0.04840,0.09163,0.05704,-0.03680,-0.07214,-0.08549,-0.02418,0.00208,0.01175,-0.02743,-0.00953,0.00228,0.03038,0.01764,0.02421,0.00904,0.00337,0.04241,-0.03763,0.01297
2.02471,2.02971,0.10241,0.02561,0.51682,0.48613,0.03990,0.14373,0.13248,-0.06821,-0.08456,-0.10422,-0.06973,-0.02826,0.02642,-0.01127,0.00656,0.01212,0.02210,0.02293,0.01225,0.00283,0.00124,0.04915,-0.03527,0.03095
2.02509,2.04119,0.03817,0.02952,0.49155,0.47202,0.00978,0.02973,0.01444,-0.02025,0.00773,-0.00649,-0.03080,-0.02917,0.02716,-0.00729,0.01366,0.00702,0.04842,0.01140,-0.01343,0.00680,-0.01478,-0.00934,-0.04662,-0.00745
1.97823,2.00153,0.04609,0.05082,0.49259,0.47602,-0.04933,0.04354,0.07093,-0.03674,-0.09063,0.00312,-0.08940,-0.00987,0.05160,0.03594,0.05939,0.00297,0.08673,0.01376,-0.04009,0.04672,-0.00206,-0.00556,-0.01603,-0.00487
2.05078,1.94754,0.01527,0.08567,0.47613,0.47107,0.00548,0.00854,-0.00916,0.01356,0.00997,-0.01355,0.00300,0.01689,0.00006,-0.08447,0.05724,0.17446,0.11067,0.09996,0.11234,0.04496,-0.00918,0.02256,-0.03641,0.11738
1.98301,2.03877,0.03193,0.09352,0.53669,0.46547,0.00442,0.01762,0.02580,-0.02895,-0.03841,0.01707,-0.01339,-0.00778,0.05208,-0.05295,0.04320,0.03657,0.05405,0.06024,-0.14717,0.09962,0.03947,-0.05074,-0.08107,-0.02045
1.99473,2.02932,0.02921,0.06496,0.50000,0.46454,0.01440,0.02191,0.04260,-0.00573,0.01230,0.02230,-0.00896,-0.00856,-0.00398,-0.08478,0.00352,0.00188,0.02827,-0.01021,-0.09207,0.01489,-0.01542,-0.04470,-0.05221,0.01803
2.04198,2.00083,0.07393,0.08058,0.51568,0.47119,-0.04611,-0.00852,-0.04969,-0.01348,-0.08295,-0.04354,-0.01798,0.01708,0.01147,-0.12333,0.05002,0.02212,0.04736,0.07789,-0.06504,0.11485,0.01532,0.02727,-0.10690,0.00224
2.01717,2.03374,0.05075,0.16336,0.49773,0.46886,0.01898,-0.05521,0.05707,-0.02356,0.00652,-0.00628,-0.03049,-0.02139,-0.05149,-0.07071,-0.02185,-0.00266,0.09244,-0.00645,-0.01532,-0.04969,-0.07463,-0.16215,-0.09968,0.22306
2.00520,2.04101,0.01521,0.08726,0.50075,0.46188,0.01280,-0.00250,0.00448,-0.00436,0.00795,-0.01307,-0.00857,-0.00374,0.02453,-0.13354,0.05811,0.02496,0.04673,0.09142,-0.06588,0.11075,0.06506,-0.00778,-0.13159,0.09249
2.03324,1.99328,0.07292,0.10664,0.49597,0.46204,0.03604,-0.02806,0.00589,-0.01052,-0.04348,-0.08722,-0.06689,-0.00763,0.01287,-0.01432,0.04604,0.07923,0.09699,0.03408,-0.01513,0.06825,-0.03334,-0.07187,-0.01155,0.03386
1.96334,2.06216,0.01686,0.05301,0.47573,0.46790,-0.00143,-0.01802,0.00908,0.01435,0.00518,0.00947,0.00930,-0.00119,-0.00131,-0.07373,-0.02054,-0.00320,0.02321,0.04591,-0.03400,0.01590,0.00866,-0.00945,-0.04108,0.03850
1.96603,2.06144,0.01898,0.05883,0.47950,0.47082,0.00493,-0.02705,0.01333,0.01672,0.00345,0.00177,0.01113,-0.00515,0.00272,-0.06240,-0.00116,0.00281,0.02562,0.08041,-0.02370,-0.00372,-0.00579,-0.00443,-0.05525,0.06106
2.00739,2.05617,0.06165,0.11994,0.48344,0.47337,0.05118,-0.10135,-0.01425,0.05169,-0.03256,0.00603,0.04119,-0.01638,-0.07912,-0.05258,0.02435,-0.03472,0.03046,0.08863,-0.04767,0.07378,-0.08780,-0.03139,-0.23579,-0.05741
1.99543,2.09254,0.02013,0.06900,0.49723,0.46182,-0.02441,-0.02598,0.05763,0.00959,-0.00621,0.03600,-0.00027,-0.00204,-0.01705,-0.10802,-0.04000,-0.01888,-0.02726,-0.03340,-0.11204,0.01883,0.09421,-0.17070,-0.05615,-0.05302
2.02237,2.06855,0.02821,0.07623,0.49121,0.46725,-0.01201,0.01788,-0.02484,-0.01644,0.04998,-0.02149,-0.01071,-0.00058,-0.03486,-0.13205,0.00745,-0.00715,-0.00418,0.04592,0.00452,0.00014,-0.16477,0.06652,-0.15513,0.10342
1.99060,2.03307,0.05480,0.01573,0.47327,0.47111,0.01528,0.05471,0.10795,0.00437,-0.02190,-0.05991,0.01099,-0.04603,-0.00452,-0.01509,0.00799,-0.01650,0.02119,0.01813,-0.00399,0.00742,0.01255,-0.00230,-0.01619,0.00846
2.03014,2.00887,0.03256,0.05467,0.48577,0.46851,-0.03558,-0.02752,-0.01126,-0.02053,-0.00898,-0.00414,-0.00499,0.05636,-0.03011,-0.05167,0.01689,0.01038,0.04903,0.05387,0.02023,0.04345,-0.03646,0.01317,-0.08977,-0.05762
2.04755,2.00631,0.01025,0.05013,0.47386,0.46898,-0.00418,0.00765,-0.00722,-0.00663,-0.00798,-0.00949,-0.00565,-0.02669,-0.01569,-0.07945,-0.01646,0.05055,0.04892,0.00710,0.00698,-0.00306,0.04592,-0.03087,-0.07568,0.08544
2.00606,2.01083,0.01992,0.09407,0.47734,0.46036,0.02858,0.01310,-0.02536,0.00971,-0.01623,0.02181,-0.00600,-0.03007,0.01154,-0.00712,0.11446,-0.00317,0.02792,0.10755,-0.05749,0.05188,0.03528,-0.10981,-0.06168,-0.00791
1.97279,2.00253,0.03543,0.06010,0.54802,0.46425,-0.00666,-0.00496,-0.02681,-0.03672,-0.02893,-0.01492,-0.06748,0.01816,-0.03492,-0.11746,-0.02726,0.04738,0.04835,0.01876,0.08272,0.10144,0.02801,-0.00468,-0.04554,-0.00120
1.98082,2.03267,0.03856,0.05431,0.54399,0.46475,0.00916,0.02043,-0.04606,-0.06872,-0.05682,-0.04760,-0.06027,0.02885,-0.03422,-0.08897,-0.01833,0.04961,0.04966,0.01409,0.05973,0.08044,0.01085,0.00480,-0.04979,-0.02252
2.01791,2.04068,0.00646,0.03310,0.45653,0.47397,0.00219,0.00369,0.00820,0.01683,0.00803,0.01013,0.01330,0.00164,0.00897,0.01085,0.01552,0.01754,0.04571,0.00194,0.02178,-0.02362,-0.01090,-0.02652,-0.06694,0.02626
2.01226,2.03637,0.02073,0.03661,0.46879,0.47511,-0.01530,-0.02291,-0.00403,-0.01318,0.03269,-0.01366,-0.01830,-0.02186,-0.02156,-0.00760,0.00648,-0.00560,0.04605,-0.00974,-0.05523,0.01193,-0.00623,-0.03987,-0.05870,-0.04242
2.02104,2.01970,0.04740,0.08926,0.50113,0.47149,0.03758,0.03931,0.02825,-0.07410,-0.03161,-0.01949,-0.00405,0.02779,-0.08628,-0.13948,0.04254,0.07683,0.04674,0.03405,-0.03037,0.09464,-0.04881,-0.05025,-0.13369,0.04519
1.95499,1.98780,0.07579,0.07146,0.47520,0.47309,-0.00472,0.07023,0.04062,0.07022,0.02334,-0.04467,-0.00898,-0.01240,0.09998,-0.00088,0.06215,0.00974,0.10210,0.08020,-0.02552,0.03534,0.06260,-0.00593,-0.01258,-0.00104
1.92641,2.00489,0.11215,0.06809,0.50178,0.46728,0.06149,-0.07506,0.08202,-0.04060,-0.01456,-0.06332,0.05791,0.10497,0.02106,-0.03297,-0.01354,0.06336,0.03719,0.15408,-0.01296,0.09297,-0.05829,0.01235,-0.08175,0.00881
2.09406,1.99619,0.08523,0.05154,0.48621,0.46706,-0.08950,-0.01453,-0.02503,-0.01922,-0.06039,0.00229,-0.11040,-0.10302,-0.04112,-0.05712,0.10547,0.04219,0.11371,-0.02684,-0.05028,-0.00589,0.04297,-0.04718,-0.04703,0.02658
2.01160,2.03758,0.03273,0.02423,0.50591,0.47197,-0.00113,-0.05634,0.05491,-0.05337,-0.01092,-0.03936,0.00653,0.03264,0.02174,-0.03577,0.04932,0.01687,0.04706,-0.00058,-0.00498,0.02343,-0.00555,0.01362,-0.00862,0.01293
2.00828,2.01760,0.02747,0.04772,0.47948,0.47136,0.02871,0.01747,0.04531,0.00248,0.00342,-0.00347,0.00153,-0.00407,0.00982,0.02791,0.07255,0.06475,0.05817,-0.08407,0.01431,0.02709,0.04092,-0.02427,-0.02897,0.03454
1.96950,2.00282,0.03898,0.04180,0.49076,0.47134,0.04447,0.06103,0.02878,0.00992,0.00676,-0.01499,0.02855,-0.02503,-0.03657,-0.05126,0.10444,0.01271,0.08767,0.12445,-0.07540,0.00208,0.02085,0.01043,-0.07193,0.03428
1.98408,2.02487,0.05656,0.03677,0.48097,0.45717,-0.00801,-0.10374,0.01717,-0.01349,-0.02761,0.00140,-0.03056,0.08942,0.03054,-0.03966,-0.02583,0.00747,0.05027,-0.01608,0.01659,-0.02136,-0.01023,-0.00889,-0.03650,-0.00773
1.96038,2.02252,0.03196,0.04523,0.52313,0.47360,0.01183,-0.08576,0.06029,-0.00372,0.05064,0.02887,-0.01034,0.06915,0.00163,-0.10167,-0.02171,0.06044,0.05950,-0.00552,-0.01686,0.02561,-0.00611,0.00505,-0.06332,0.00747
1.94953,2.03473,0.08868,0.06910,0.47637,0.46938,0.06781,0.09040,0.02107,0.04090,-0.03671,-0.00250,0.03265,-0.06338,-0.03243,-0.10156,0.09366,0.00954,0.05150,0.09678,-0.08156,0.01629,-0.02992,-0.01987,-0.08707,-0.09068
1.94041,2.03298,0.09216,0.06007,0.48173,0.46878,0.07443,0.08751,0.01006,0.03268,-0.04454,-0.02477,0.03891,-0.07739,-0.02046,-0.09860,0.07801,0.00447,0.03903,0.09038,-0.06989,0.01500,-0.02910,-0.00557,-0.07617,-0.08017
2.05272,2.01227,0.04254,0.10714,0.48443,0.46427,0.01048,0.02500,0.02316,-0.03657,-0.01417,-0.00643,-0.05133,0.06894,0.00211,-0.07535,0.02599,0.04401,0.08132,0.00482,-0.04792,0.09199,-0.14624,-0.05992,-0.06614,0.15060
2.06422,2.00967,0.02473,0.15009,0.46062,0.46651,0.00844,0.00135,0.02055,-0.01937,-0.00865,-0.00759,-0.02977,0.02537,0.03772,-0.04131,0.05517,0.04888,0.05808,0.01817,-0.09736,0.07501,-0.30030,-0.06910,-0.13117,0.27952
1.98301,2.03589,0.00365,0.06023,0.48605,0.46245,-0.00458,-0.00007,-0.00141,0.00363,-0.00710,0.00023,0.00392,-0.00515,-0.02601,-0.11255,0.04569,0.00863,0.05267,0.02077,-0.02515,0.02688,0.14938,-0.02049,-0.07957,-0.05695
1.97035,2.03436,0.02451,0.06360,0.48298,0.45149,-0.02313,-0.03007,-0.04131,0.04342,-0.03768,0.01782,0.00864,0.00051,-0.02959,-0.09865,0.04841,0.02141,0.05917,0.03199,0.01813,0.02725,-0.03916,-0.15000,-0.13819,-0.00124
2.03644,2.03639,0.00370,0.05772,0.46998,0.46439,-0.00172,0.00472,-0.00158,-0.00450,-0.00465,0.00554,0.00277,0.00244,0.06074,-0.09238,-0.04083,0.02746,0.05753,0.06751,-0.01043,0.05936,0.05711,-0.00796,-0.09760,0.03929
2.02655,2.05811,0.00471,0.04186,0.48886,0.46252,0.00158,0.00238,0.00045,-0.00297,-0.00015,0.00251,0.00029,0.00664,-0.01277,-0.06760,-0.04143,0.02132,-0.00199,0.01318,-0.01492,0.02679,0.09718,-0.06497,-0.06241,-0.00371
2.08227,2.00190,0.07828,0.06233,0.49567,0.45123,-0.09297,0.06671,-0.02915,0.00133,0.01212,-0.09339,-0.06771,0.05469,0.04505,-0.03402,0.04828,0.02407,0.07985,0.00153,-0.09399,0.03349,-0.08876,-0.07882,-0.14302,0.12347
2.08685,2.00728,0.05561,0.05980,0.49688,0.44733,-0.05585,0.04765,-0.01578,0.00929,0.02307,-0.04388,-0.04172,0.03992,0.06058,-0.05080,0.02119,0.01601,0.07897,0.00086,-0.08613,0.04771,-0.05822,-0.07596,-0.14904,0.11318
2.08138,2.03769,0.11324,0.04840,0.49134,0.44835,-0.09107,-0.08665,-0.07134,-0.06391,-0.07613,-0.31711,-0.20218,-0.12522,0.04585,0.02400,0.07828,0.03235,0.01683,0.00184,-0.06194,0.05931,0.01885,-0.00179,-0.07957,0.04383
2.00403,2.03937,0.01847,0.05259,0.47890,0.48968,-0.01627,0.00377,0.01501,0.02108,-0.00177,0.02862,-0.00207,-0.00884,-0.06901,-0.13404,-0.02417,0.03230,0.05873,0.08014,0.00040,-0.00074,-0.02017,-0.03515,-0.02805,-0.02215
2.00799,2.06404,0.03326,0.05310,0.50317,0.45460,-0.02027,0.03486,0.01236,-0.04801,0.03789,-0.03071,0.01499,0.02326,-0.00375,0.00177,0.02049,-0.00344,0.03094,0.02098,-0.00461,0.03628,0.05978,0.03377,-0.14721,0.00314
2.04060,2.02713,0.01332,0.08177,0.49191,0.46076,-0.01027,0.01750,0.01586,-0.01391,0.01828,0.00148,0.00803,0.02034,-0.05497,-0.09259,0.05777,0.02523,0.02642,0.03763,-0.03177,-0.03852,0.01328,-0.07320,-0.19196,0.00434
1.97862,2.02510,0.02968,0.06102,0.50356,0.47608,0.02427,-0.00405,-0.04561,0.00721,-0.02537,0.03782,0.00804,0.00866,-0.01099,-0.05890,-0.00641,-0.00330,0.05253,0.02239,-0.01266,0.06073,-0.03001,-0.04402,-0.01927,0.02804
2.00551,2.02071,0.02121,0.08874,0.50422,0.48068,0.02871,-0.00106,-0.03546,0.02953,-0.02145,0.03041,0.01321,-0.00812,0.03316,-0.13413,-0.01005,0.00682,0.04249,0.04257,-0.01591,0.09126,-0.01261,-0.09953,-0.00347,0.01408
2.00251,2.03289,0.00893,0.08900,0.49163,0.47565,0.00933,-0.00265,-0.01816,0.01513,-0.00467,0.01044,0.00616,0.00011,0.02072,-0.11560,-0.01402,0.02386,0.03793,0.05159,0.05035,0.07328,-0.01713,-0.09880,-0.08423,0.04012
1.99448,2.04022,0.00727,0.09413,0.48964,0.48120,0.01083,-0.00101,-0.00599,0.00591,0.00227,0.00974,-0.00800,0.00127,-0.01487,-0.12589,0.01316,0.01096,0.05658,0.06339,-0.00928,0.12473,-0.02101,-0.17129,-0.06447,0.00986
2.01719,2.02521,0.00123,0.08239,0.47801,0.45759,-0.00167,-0.00035,-0.00146,0.00023,-0.00179,-0.00121,0.00036,-0.00125,-0.07032,-0.09000,0.03682,0.02013,0.02853,0.03614,-0.12307,-0.03214,0.01004,0.04939,-0.14928,0.06139
2.01105,2.03081,0.00811,0.06727,0.47611,0.46023,-0.00198,-0.00681,-0.00817,0.01385,-0.00091,0.00050,0.00623,-0.00378,-0.11753,-0.14620,-0.01457,0.04468,0.07435,0.02541,-0.04102,0.09410,0.02112,-0.03067,-0.09559,0.07379
2.04805,2.01827,0.00526,0.07898,0.48341,0.48083,0.00538,0.00358,0.00216,-0.00783,0.00350,0.00040,0.00527,-0.00962,0.03641,-0.02813,0.10672,0.05947,0.06254,0.09084,0.01131,0.00179,-0.00553,0.00746,-0.11167,0.22726
1.99274,1.99364,0.01273,0.08754,0.47729,0.47540,0.00396,0.01166,0.01319,-0.02038,-0.01337,0.00907,-0.00658,-0.02519,0.06374,-0.11797,0.07764,0.02397,0.09561,0.02721,-0.04026,-0.01454,-0.02330,-0.07343,-0.08753,0.17336
2.00220,2.04541,0.02186,0.06072,0.49417,0.46505,0.00269,0.00386,0.02667,-0.00185,0.01531,0.02456,-0.00356,0.01607,0.03408,-0.02206,0.01215,0.02974,0.01644,0.03588,-0.04517,0.14096,-0.00678,-0.06852,-0.11711,-0.05025
2.00701,2.05009,0.03280,0.08940,0.48267,0.46980,0.01586,0.00237,0.04550,-0.00010,-0.02101,0.03424,0.02137,0.00233,-0.00234,-0.08712,0.06747,0.03958,0.02999,0.01647,-0.05539,0.16476,-0.04074,-0.09059,-0.12147,0.00171
1.99115,2.03367,0.08907,0.08918,0.49802,0.47564,0.03509,0.00172,0.04634,-0.04385,-0.06757,0.20088,0.02226,0.00890,-0.02440,-0.09960,0.00188,0.03514,0.05302,0.03992,-0.01824,0.11058,0.00719,0.01614,-0.04462,-0.05869
1.95333,2.00522,0.03965,0.12544,0.50465,0.46792,0.02093,-0.05496,0.00326,0.01703,-0.03073,0.01317,-0.01080,0.04970,0.13457,-0.15303,-0.02687,0.04875,0.06587,0.07152,-0.07217,0.08954,0.08489,0.02616,-0.08663,0.04097
1.98934,1.98505,0.02059,0.06734,0.47942,0.46738,0.03078,0.01929,0.01273,-0.00495,-0.00330,-0.00803,0.00947,0.01149,-0.07186,0.00228,0.10729,0.06073,0.09411,0.08386,0.00188,0.06537,-0.04308,-0.06963,-0.08284,0.05535
1.91001,2.02582,0.10646,0.09723,0.47729,0.46818,0.05370,0.05494,0.11527,0.08276,0.03748,0.11273,-0.01070,0.05392,0.11718,-0.14433,0.00050,0.04143,0.08220,0.08747,-0.11630,0.12581,0.01401,0.04225,-0.08091,-0.03538
1.96794,2.05586,0.06862,0.07445,0.48071,0.45334,0.05975,-0.01377,0.04380,-0.03685,-0.02836,-0.04133,0.04884,0.06201,-0.12653,-0.09859,0.04255,0.01250,0.05931,0.02132,-0.04174,0.08170,-0.02917,-0.06004,-0.10467,0.12843
2.03353,2.02807,0.06533,0.08947,0.49836,0.47065,-0.07779,-0.03221,0.00208,0.01456,-0.02638,-0.03327,-0.01581,0.00220,0.07284,-0.11734,0.03641,0.05305,0.06818,0.07789,0.02843,0.02683,-0.00273,-0.00689,-0.08208,-0.12195
1.97941,1.98536,0.02643,0.05929,0.44906,0.46558,-0.00313,-0.01497,0.01352,-0.01426,0.02382,-0.04625,0.00228,-0.00552,0.07479,-0.08919,0.02346,0.03267,0.10708,0.03971,0.01057,0.05796,0.06748,-0.00669,-0.04295,0.03007
2.01582,2.05126,0.11406,0.14018,0.54214,0.46915,0.01706,0.04400,0.03366,-0.02917,-0.17815,0.11666,-0.05805,0.04093,-0.14840,-0.16960,-0.03621,-0.01532,0.00637,0.04914,-0.10908,0.01909,-0.09868,-0.08622,-0.14879,0.12930
1.99904,2.09130,0.01671,0.12417,0.45261,0.46920,-0.00902,0.00823,0.00405,-0.00481,0.00630,-0.02405,0.01010,0.01293,-0.02255,-0.17606,-0.07847,-0.04732,-0.01665,-0.07256,-0.06301,0.02632,-0.08861,-0.14644,-0.15327,0.00407
2.05216,2.14271,0.05093,0.17151,0.49441,0.48280,-0.02035,-0.01291,-0.00029,-0.07134,-0.08808,-0.03967,-0.00193,0.01403,-0.12949,-0.20446,0.01913,-0.05219,-0.06162,0.02982,-0.16837,0.03121,-0.19305,-0.17850,-0.25048,0.31905
1.95965,2.04749,0.00715,0.05230,0.48456,0.45342,0.00014,-0.00295,0.00451,-0.00951,0.01218,0.00033,-0.00067,-0.00571,-0.00490,-0.09398,-0.03021,0.00768,0.04081,-0.01083,-0.03103,0.00378,0.03582,-0.03248,-0.10046,-0.06401
1.99749,2.05161,0.06931,0.10501,0.52245,0.47579,0.09920,-0.02991,0.13054,0.01628,0.05017,0.01501,0.04205,0.01451,-0.16843,-0.09594,0.05692,-0.01018,0.01413,-0.01254,-0.08931,0.22679,-0.02781,-0.01698,-0.11869,0.07102
1.94418,2.04080,0.01386,0.07881,0.50955,0.47306,0.02738,-0.02942,0.00979,0.00790,-0.00608,0.01194,-0.00620,0.00517,-0.08659,-0.12021,-0.02411,0.03748,0.04799,0.04812,-0.10773,0.06742,-0.06169,-0.06741,-0.09286,-0.08603
1.97927,2.07305,0.04185,0.04657,0.49344,0.46434,0.03950,0.06607,0.03906,-0.05086,0.00112,-0.01010,0.00185,0.02789,0.02802,-0.10021,-0.00151,0.02505,0.01175,0.00647,-0.03543,-0.02004,-0.07995,-0.03047,-0.07085,0.05126
1.96102,2.03534,0.07871,0.07858,0.50644,0.46896,-0.03391,-0.04107,0.02093,0.11084,-0.02974,0.01955,-0.00609,0.01363,0.05950,-0.12360,0.05913,0.03303,0.05494,0.02789,-0.01984,0.12642,0.02320,-0.02991,-0.13678,0.01746
1.95168,2.02036,0.02594,0.10080,0.49935,0.46762,0.02971,-0.03727,0.03148,-0.00136,-0.00274,0.01433,0.06202,0.04487,-0.03351,-0.07933,0.04047,0.02459,0.08609,0.13545,-0.03436,0.16120,0.00952,-0.05108,-0.08049,0.04053
2.02040,2.02225,0.04657,0.09889,0.48941,0.46876,0.02337,0.02900,-0.03493,-0.06077,-0.04347,-0.02113,-0.05348,-0.00274,0.04121,-0.12112,0.08108,0.08001,0.09170,0.00330,-0.02124,-0.06249,-0.00728,-0.07830,-0.10109,0.00517
1.99198,2.03195,0.05565,0.04825,0.50333,0.47192,0.04929,0.04593,0.00294,-0.08652,-0.02794,-0.07707,-0.02697,0.04351,-0.00546,-0.01131,0.06114,0.02796,0.03047,-0.01147,-0.00063,-0.00047,-0.00973,-0.04404,-0.09512,0.01013
1.96794,2.01884,0.01948,0.05251,0.48361,0.47396,0.00655,0.03044,0.00894,-0.01438,0.01038,-0.02223,0.01729,0.00385,-0.02020,-0.06308,0.07493,0.03173,0.07105,0.04138,0.01554,-0.01771,-0.03614,0.00707,-0.07782,-0.01495
2.06788,2.01565,0.06323,0.04958,0.48162,0.47078,-0.01188,0.00051,-0.10563,-0.05313,0.01825,-0.06234,-0.05134,0.01018,-0.00378,-0.07629,0.03774,0.01428,0.05044,0.00688,0.07654,0.04865,-0.03124,0.03727,-0.06792,0.03735
1.96704,2.04808,0.04454,0.07755,0.51736,0.47426,-0.01734,0.02022,0.05059,0.01879,-0.02457,0.01343,0.02567,-0.01742,-0.09624,-0.03984,-0.01337,-0.02810,0.01719,0.11346,-0.09103,0.03744,-0.00840,-0.14897,-0.07865,-0.01638
2.05337,2.02831,0.01230,0.09074,0.48605,0.46955,-0.00508,-0.02594,-0.00946,-0.03185,0.00495,-0.01423,0.03197,-0.00209,0.00054,-0.16941,0.07164,0.02540,0.03748,-0.07276,-0.04166,0.04541,0.01994,-0.00887,-0.15904,0.15288
1.97883,2.04693,0.03217,0.06152,0.48773,0.47301,-0.00122,-0.02780,-0.03622,-0.03408,0.01581,-0.02924,0.00651,0.00234,-0.04471,-0.09982,0.03692,-0.01095,0.01691,0.07437,-0.04109,0.06448,-0.04292,-0.05692,-0.07239,0.02793
2.00312,2.04413,0.05074,0.07350,0.48448,0.47850,0.05785,-0.01016,-0.01270,-0.07864,-0.01214,0.05347,-0.03004,0.02430,-0.00921,-0.10810,-0.02088,0.01153,0.06038,0.15442,0.03497,-0.02632,-0.05877,-0.03770,-0.09607,0.08008
1.99576,1.99440,0.04056,0.14163,0.49445,0.45153,-0.01563,0.01961,0.00840,0.03708,-0.04098,-0.06983,0.03743,0.02599,0.00168,-0.04099,0.13677,0.07678,0.07143,-0.04734,-0.09171,0.15301,0.09988,-0.03292,-0.08757,0.00027
2.01335,2.02656,0.02197,0.05175,0.48601,0.48414,-0.03535,0.00422,-0.00684,-0.02661,-0.00019,0.01977,-0.03256,-0.01405,0.01774,-0.08835,0.08883,0.01982,0.03658,0.03933,0.01906,-0.00518,-0.01491,-0.04123,-0.09779,0.04292
