beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,phi_manual,phi_acclka,gamma_manual__1,gamma_manual__3,gamma_manual__4,gamma_manual__10,gamma_manual__11,gamma_manual__13,gamma_manual__14,gamma_manual__17,gamma_acclka__2,gamma_acclka__3,gamma_acclka__5,gamma_acclka__6,gamma_acclka__7,gamma_acclka__8,gamma_acclka__9,gamma_acclka__11,gamma_acclka__12,gamma_acclka__14,gamma_acclka__15,gamma_acclka__16
0.09555,-0.08522,0.20881,0.10340,14.88088,15.24525,-0.06870,0.05539,-0.38087,-0.30839,-0.15528,0.26020,-0.10717,-0.00217,-0.00011,0.04358,0.01050,-0.06857,-0.12215,-0.03308,0.00312,-0.05842,-0.01754,0.17875,0.01768,0.00417
0.03614,-0.06617,0.18013,0.07749,15.87151,15.13363,0.01389,0.07868,-0.22733,-0.27851,-0.31286,-0.12809,0.22687,0.10623,0.07251,-0.04692,-0.01064,-0.15365,-0.13334,-0.02206,-0.00349,0.12557,0.22584,0.11243,-0.00286,0.10533
0.03364,-0.10445,0.13363,0.08158,14.73274,15.06329,-0.05907,-0.09473,-0.12748,-0.12027,-0.08466,0.13069,-0.00040,0.03932,-0.08225,-0.00030,0.05834,-0.04680,-0.10455,-0.02588,0.12618,0.09008,-0.03751,0.14713,0.00386,-0.13062
0.02544,-0.08352,0.20922,0.09371,15.42981,15.04783,-0.05711,-0.20287,-0.16056,-0.11418,-0.12474,0.22621,-0.12454,0.11021,-0.00903,0.03212,0.07670,-0.11237,-0.12772,-0.09218,0.11807,0.10525,-0.05074,0.11825,-0.02258,-0.16066
0.00336,-0.07908,0.22010,0.09454,16.03348,14.89573,-0.00736,-0.13446,-0.16188,-0.14906,-0.03867,0.19138,-0.13313,0.07691,-0.03227,-0.00282,0.07063,-0.12791,-0.12387,-0.08552,0.12567,0.13025,-0.10585,0.11038,-0.00333,-0.12356
-0.01026,-0.06834,0.17792,0.08767,16.01658,14.98393,0.00054,-0.11654,-0.14138,-0.14737,-0.03564,0.16856,-0.05220,0.01034,0.01108,-0.00413,0.06822,-0.12553,-0.10019,-0.10326,0.11217,0.12111,-0.04817,0.12547,0.00480,-0.11577
0.02932,-0.07350,0.12726,0.12267,14.22913,15.06835,-0.06372,0.05570,-0.09819,-0.18892,-0.13711,-0.18333,-0.08273,-0.04515,0.05387,-0.06478,-0.06879,-0.12775,-0.07750,0.09411,-0.01144,-0.05032,0.27059,0.27062,0.02665,0.06722
-0.09254,-0.05797,0.09329,0.07630,15.70890,14.78299,0.03954,-0.01414,-0.13820,-0.04764,-0.10512,0.14589,0.16126,0.09198,-0.02437,-0.04504,0.03841,-0.19335,-0.13900,-0.03370,0.09338,0.06563,-0.03984,0.14459,-0.02977,-0.11034
-0.04018,-0.07900,0.18370,0.08316,13.96797,15.27364,0.01658,-0.01446,-0.23981,-0.20656,0.01190,-0.21178,-0.08588,0.13195,0.06176,-0.04486,-0.01278,-0.11460,-0.10032,-0.00294,0.07952,-0.00545,0.11010,0.06778,0.07638,0.07294
0.00308,-0.04851,0.15449,0.10477,13.38954,14.70882,-0.03325,-0.06966,-0.24374,-0.20608,-0.18565,-0.08254,0.03765,0.07803,0.01645,-0.09675,-0.06318,-0.09802,-0.14182,-0.05589,0.12336,0.06113,0.14652,0.17442,0.08620,-0.07276
-0.06379,-0.08300,0.24165,0.11108,15.47014,14.58300,0.08784,-0.11561,-0.21747,-0.21617,-0.18564,0.04660,0.27021,0.17371,0.00567,-0.10823,0.02015,-0.14670,-0.11726,0.05360,0.02757,0.01485,0.01205,0.14961,-0.06700,-0.19194
-0.14455,-0.06402,0.14690,0.09581,16.17862,14.81188,0.06357,0.06929,0.02818,0.01519,0.06866,-0.09219,0.10667,0.21917,-0.04823,-0.09845,-0.07849,-0.12552,-0.13045,-0.09976,0.02308,0.02543,0.07657,0.12046,0.03291,-0.02311
-0.25637,-0.06669,0.26966,0.12541,13.25456,15.46154,0.28117,-0.04588,0.05537,-0.13757,0.09420,0.21286,0.20804,0.33132,-0.03260,-0.07675,-0.04767,-0.13927,-0.17774,-0.05687,0.13840,-0.04867,0.08247,0.19145,-0.01185,0.13836
-0.18423,-0.06651,0.23582,0.17334,16.81321,14.45037,0.17784,0.07939,0.06070,0.03014,0.06933,0.24292,0.31476,0.30936,0.04280,-0.10910,-0.02341,-0.13723,-0.15830,-0.03579,0.04177,0.00100,-0.10729,0.22981,0.00365,-0.31485
-0.34521,-0.05453,0.42203,0.12020,14.89207,14.24843,0.48114,-0.49899,0.05746,0.06286,0.09327,0.13827,0.58090,0.49362,0.02811,-0.10321,0.03198,-0.13298,-0.17036,-0.03932,0.08595,0.07162,0.14864,0.11714,-0.08774,0.17400
-0.26335,-0.07101,0.32823,0.12461,15.63406,14.64843,0.30178,0.18401,0.13398,0.17615,0.13612,0.48394,0.36353,0.41439,0.17214,-0.15423,0.01873,-0.12726,-0.14112,-0.02003,-0.01210,-0.03039,0.07829,0.22454,-0.07694,-0.17436
-0.16021,-0.05628,0.16486,0.12505,13.89341,14.35463,0.24592,-0.21529,-0.07444,-0.04610,0.04079,0.03714,0.34154,0.30893,0.03204,-0.05182,-0.06638,-0.13117,-0.17292,0.00305,0.03068,0.10297,0.18677,0.15468,0.01307,-0.07523
0.02978,-0.14793,0.30789,0.08491,16.61849,15.62688,-0.06053,0.34031,-0.38970,-0.36671,-0.17582,0.18047,0.08359,0.15460,0.12654,-0.00526,0.02423,0.00292,-0.05157,0.02199,0.07807,0.04118,0.07433,0.10894,0.00976,-0.06374
0.03336,-0.09598,0.16835,0.12243,15.76848,15.73789,0.01088,0.03664,-0.14966,-0.26495,-0.12718,0.11900,0.06319,0.03387,0.19162,-0.00393,0.06654,-0.01510,-0.14178,-0.00301,0.17437,0.04965,0.15648,0.22887,0.07876,-0.07599
-0.05156,-0.10796,0.13442,0.14520,15.28686,14.81719,0.06709,0.09214,-0.18848,-0.06752,-0.10042,-0.14168,0.12853,0.14965,-0.08252,-0.01752,0.04988,0.02854,-0.11818,0.09233,0.04286,0.11128,0.17675,0.31260,0.07644,-0.12356
-0.04951,-0.03823,0.13693,0.06567,14.53425,15.13031,0.15445,0.00453,-0.04467,-0.08352,-0.05285,0.19848,0.05676,0.09065,0.10378,-0.01527,-0.01186,-0.13062,-0.17463,-0.07150,0.05977,-0.01944,0.04335,0.11194,-0.00808,0.02909
-0.05518,-0.00034,0.12969,0.26416,15.49685,14.77572,0.03344,-0.07947,-0.18695,-0.17402,-0.10236,-0.08690,0.26269,-0.02056,0.19698,0.01774,-0.07826,-0.12053,-0.21408,-0.07041,0.12654,-0.10469,0.07200,0.10271,-0.02818,-0.20749
-0.03581,-0.07344,0.10834,0.08745,14.75250,15.20252,0.03968,0.07654,-0.20510,-0.19482,-0.17057,-0.01948,0.08765,0.22301,0.00638,-0.00650,-0.02500,-0.14916,-0.12318,-0.01914,0.03762,0.00510,0.16742,0.14215,0.00458,-0.01305
-0.08415,-0.07691,0.13811,0.10779,15.30171,14.89456,0.09988,0.07375,-0.14009,-0.06280,0.07358,0.10344,0.16774,0.03410,0.03792,-0.10991,0.00144,-0.09310,-0.11126,-0.02994,0.07201,0.03926,-0.00242,0.16852,-0.01860,-0.04252
-0.09530,-0.06170,0.12592,0.11006,18.52402,15.10134,0.09432,0.10544,-0.14116,-0.16196,-0.01482,0.27750,0.21845,0.18306,0.09822,0.03311,0.02848,-0.09975,-0.13438,-0.00443,-0.02902,0.16812,0.17598,0.13282,-0.10210,0.05062
-0.10670,-0.10132,0.10025,0.05532,14.43258,15.11438,0.12483,-0.07544,-0.07140,0.04028,0.03115,0.03050,0.19994,0.13830,0.07409,-0.03982,-0.00339,-0.04545,-0.08370,-0.03118,-0.01781,-0.03187,0.01873,0.09371,-0.00660,0.03879
-0.17607,-0.07770,0.20788,0.14562,14.37665,15.24910,0.20537,0.04135,-0.10656,-0.02568,-0.04119,-0.08332,0.28028,0.36978,0.03127,-0.04726,-0.03038,-0.15103,-0.14977,0.01405,0.10520,0.12777,0.23289,0.18982,0.02407,0.00246
-0.03923,-0.07415,0.12781,0.11520,13.49852,15.50566,0.03360,0.13379,-0.05326,-0.16277,-0.08895,0.05686,0.11292,0.05225,0.01052,-0.08027,0.03289,-0.10018,-0.11733,-0.01891,0.00359,0.00155,0.11507,0.21158,0.01789,0.13705
-0.08168,-0.09403,0.15128,0.12676,13.18253,15.87543,0.04811,0.06819,-0.07637,-0.24110,-0.06253,0.09571,0.14888,0.05674,0.02000,-0.13499,0.05357,-0.10821,-0.13885,-0.01665,0.04165,-0.04314,0.13869,0.28301,0.03603,0.15781
-0.07141,-0.05815,0.20901,0.15110,17.34998,14.22149,0.05135,-0.15125,-0.06301,-0.16924,-0.16476,-0.07673,0.05490,0.08096,0.08026,0.05751,-0.01234,-0.18184,-0.17759,0.01621,0.11577,0.13860,0.17278,0.17975,0.02875,-0.23053
-0.07853,-0.05889,0.19184,0.14016,17.44318,14.30601,0.00634,-0.12100,-0.04345,-0.14099,-0.08163,-0.06429,0.03429,0.14179,0.05835,0.03072,0.00632,-0.14220,-0.12404,0.01816,0.08702,0.11938,0.14359,0.15001,0.02862,-0.23822
0.00796,-0.03968,0.13835,0.11869,13.34145,15.90854,-0.00856,0.00792,-0.17151,-0.07602,-0.10866,-0.13247,0.19338,0.09776,-0.06480,-0.13832,-0.07441,-0.14755,-0.14966,-0.06490,0.04128,-0.14035,0.06422,0.15981,-0.04522,0.13403
0.01645,-0.07417,0.13390,0.12765,14.11718,14.07782,0.02424,-0.20382,-0.11219,-0.19911,-0.19156,-0.20018,0.13560,0.05660,0.16857,0.00240,0.00622,-0.09735,-0.14264,-0.01225,0.05681,0.11229,0.21461,0.11730,-0.00684,-0.12993
-0.03138,-0.04208,0.11183,0.09480,15.45149,16.20255,0.09569,0.15940,-0.19519,-0.14870,-0.04783,0.21280,0.03672,0.09606,-0.10099,-0.06166,-0.04684,-0.10453,-0.15678,-0.06261,0.07525,-0.04168,-0.00373,0.20743,-0.00576,0.08480
-0.16374,-0.09298,0.19950,0.08462,14.71730,13.80182,0.15113,-0.36068,0.08499,0.00766,-0.03269,-0.12279,0.41143,0.31018,0.14189,-0.04575,0.04715,-0.06257,-0.10766,0.05711,0.03751,0.11464,0.13568,0.09186,0.04054,-0.17803
-0.00919,-0.11745,0.17974,0.16664,15.02069,16.11995,0.01882,0.41170,-0.10707,-0.15849,-0.10744,0.26024,0.12292,0.21979,-0.04939,0.04872,0.02267,-0.02184,-0.05148,-0.00512,0.16358,-0.01143,0.13456,0.35709,0.00010,0.04576
-0.00357,-0.10314,0.15951,0.09461,15.16399,13.90204,0.03063,-0.50536,-0.29740,-0.19021,-0.16215,-0.30646,0.09312,0.01871,0.15024,-0.04415,0.02756,-0.07004,-0.10538,0.02775,0.06398,0.10226,0.15678,0.14073,0.09256,-0.17620
-0.03253,-0.13986,0.18928,0.11163,14.30970,16.34767,-0.00772,0.55140,-0.21446,-0.29792,-0.20527,0.27129,0.17059,-0.01062,-0.05811,0.02860,0.04996,-0.02901,-0.05860,0.01087,0.12252,0.02271,0.06230,0.15779,0.05819,0.15412
-0.10099,-0.04293,0.13255,0.11907,15.81679,15.06918,0.04839,-0.06519,-0.21122,-0.15285,-0.01192,-0.14632,0.13428,0.16685,0.11276,-0.03803,-0.05783,-0.15483,-0.17898,-0.01367,0.04551,-0.08818,0.27642,0.22152,-0.07298,-0.03004
-0.06884,-0.05436,0.09537,0.11194,16.23060,14.10427,0.01247,-0.09457,-0.11011,-0.16293,-0.07636,-0.14830,0.15568,0.05666,-0.00071,-0.07915,-0.07950,-0.12558,-0.16521,-0.01056,-0.02458,0.07956,-0.00727,0.07246,0.01832,-0.02274
-0.05066,-0.03056,0.15608,0.11094,15.93980,15.25844,0.00687,-0.29275,-0.09237,-0.18344,-0.25359,-0.20075,0.17706,0.12929,-0.04601,-0.06553,-0.01383,-0.12698,-0.16792,-0.07305,0.07368,0.01403,0.04762,0.22641,-0.06900,-0.01618
-0.04170,-0.04050,0.16153,0.14283,14.40868,15.00818,0.09898,-0.13395,-0.09053,-0.12463,-0.13636,-0.10245,0.08319,0.18124,0.00805,-0.06536,-0.05222,-0.14457,-0.14352,-0.07597,0.09346,-0.10386,0.16678,0.12479,-0.08474,0.07545
-0.07170,-0.07546,0.14338,0.16348,16.61962,14.96514,0.05354,0.20338,-0.13485,-0.12297,-0.08281,0.18047,0.32829,0.10174,0.01256,-0.09879,-0.02709,-0.12041,-0.15743,-0.07950,0.01038,0.17068,0.11193,0.26807,0.06136,-0.13856
-0.04703,-0.11547,0.20297,0.15258,14.33475,15.28215,0.10477,0.03652,-0.13971,-0.15706,-0.04543,0.26242,0.04224,0.15729,0.07086,0.03586,0.08643,-0.05704,-0.05625,0.07663,0.23272,-0.01930,0.17284,0.16442,0.00142,0.06882
-0.10818,-0.16898,0.11743,0.12673,16.27419,14.38287,0.11729,0.26743,-0.15925,-0.07121,-0.06359,0.03740,0.26652,0.26876,0.07977,-0.00777,0.04481,-0.04005,-0.05975,0.03765,0.01887,0.20227,0.15380,0.32609,0.11469,0.11022
-0.07125,-0.03726,0.11194,0.14050,14.30568,15.48645,0.08230,-0.11437,-0.03610,-0.14300,-0.01679,0.13714,0.12663,0.05002,0.00329,-0.06007,-0.12355,-0.18703,-0.18087,-0.01320,0.15336,-0.10886,0.13102,0.18685,-0.00773,-0.04375
0.04977,-0.06059,0.17150,0.10802,15.75110,14.76006,0.02551,-0.10419,-0.21622,-0.24204,-0.22126,-0.06449,0.00643,0.19738,0.00047,-0.10425,0.03040,-0.11176,-0.11764,-0.07411,0.00035,0.09694,0.07437,0.12617,-0.02882,0.08343
-0.13941,-0.12941,0.15299,0.08728,14.12757,15.29877,0.14033,0.06344,-0.13372,-0.09238,-0.08498,0.00235,0.25011,0.15211,0.06410,0.01180,-0.00585,-0.03961,-0.09881,0.07381,0.11140,-0.01552,0.12366,0.22424,0.08284,-0.04127
-0.00688,-0.10079,0.07347,0.05947,16.34148,14.67293,0.06491,0.06807,-0.03393,-0.01983,-0.07497,0.00560,0.10642,0.05899,0.04929,-0.00478,-0.00619,-0.04809,-0.11328,-0.01201,0.03319,0.01845,0.09733,0.13801,0.08927,0.00137
-0.11343,-0.07442,0.04081,0.08865,15.07320,14.52147,0.02411,-0.01881,0.01511,0.00289,-0.06462,-0.00179,0.07747,0.02088,0.11727,-0.02212,0.02355,-0.10408,-0.14362,-0.02296,0.08138,0.04591,0.11485,0.26231,0.03089,0.05677
-0.05404,-0.07677,0.16912,0.06805,13.85830,15.58747,0.12642,0.14338,-0.08903,-0.21755,-0.15658,-0.14089,0.07513,0.15643,-0.03041,0.09958,-0.02607,-0.07257,-0.08194,-0.01854,0.06498,0.07953,0.00597,0.06469,-0.02805,0.03538
-0.02362,-0.11100,0.13953,0.04115,16.22442,14.65678,0.05405,-0.14928,-0.18385,-0.15873,-0.08953,0.12454,0.09649,0.10314,0.04658,-0.11880,0.01370,-0.02089,-0.07547,-0.03422,0.00517,-0.02839,0.07313,0.05725,0.03664,-0.04301
-0.08285,-0.09374,0.17261,0.08159,14.13311,15.75519,0.03161,0.13924,-0.09098,-0.18808,-0.11440,0.04688,0.13965,0.13142,0.09625,-0.10268,0.02300,-0.03863,-0.10437,0.07404,0.12755,0.10414,0.07685,0.12942,-0.04012,-0.13835
0.18046,-0.08460,0.37523,0.07424,16.73438,14.30366,-0.17719,-0.52856,-0.54262,-0.48389,-0.32538,-0.19098,-0.10945,-0.07657,-0.04838,0.01930,-0.03212,-0.11145,-0.14960,-0.09656,0.00829,0.00482,0.06369,0.11936,0.06162,0.07672
-0.03905,-0.10649,0.08953,0.15784,15.16016,15.41900,0.04453,0.08154,-0.11726,-0.06013,-0.01794,0.02481,0.10906,0.06003,0.25141,-0.10745,-0.00200,-0.02016,-0.06546,-0.04823,0.15930,-0.00309,0.15460,0.29714,0.08525,-0.24763
-0.05615,-0.10271,0.12593,0.15778,14.74774,15.10122,0.08448,0.12199,-0.12194,-0.07536,-0.03990,0.06860,0.13415,0.08441,0.15297,-0.11860,0.02449,-0.04729,-0.09252,-0.01751,0.11678,-0.01237,0.09948,0.22389,0.05021,-0.11590
-0.09881,-0.05663,0.13528,0.19607,14.96100,15.16052,0.12644,0.12959,-0.10836,-0.10437,-0.02941,0.14045,0.19795,0.18084,-0.01156,-0.06842,0.01530,-0.12994,-0.15332,-0.13251,0.08552,-0.18729,0.16803,0.24201,0.02837,-0.09876
-0.01282,-0.09012,0.20156,0.09202,14.86447,15.17238,-0.02394,-0.21664,-0.12566,-0.10052,-0.12976,-0.24682,0.10418,0.08980,0.05166,-0.03216,-0.00194,-0.09766,-0.12290,0.03481,0.06072,0.17355,0.10022,0.19251,-0.01521,-0.02198
-0.09623,-0.09483,0.13411,0.10725,15.84874,15.36540,0.16170,-0.01753,-0.14204,-0.15177,-0.08469,0.04058,0.16275,0.15887,0.11398,0.04171,0.00005,-0.08936,-0.12586,-0.00147,0.20483,0.06062,0.09060,0.17671,-0.02084,0.02173
-0.06729,-0.10516,0.10938,0.12578,15.41941,15.48717,0.12510,-0.03723,-0.14622,-0.09967,-0.13463,0.03196,0.16670,0.08873,0.10549,0.04761,0.02947,-0.05889,-0.10153,0.09629,0.04839,-0.02571,0.20809,0.22320,-0.00332,-0.05588
0.00638,-0.06167,0.15345,0.11430,14.13327,14.47038,-0.04762,-0.03385,-0.19477,-0.17396,-0.11137,-0.24409,0.07233,0.17797,0.00699,-0.09972,-0.01008,-0.11419,-0.14071,0.02501,0.09528,0.10862,0.05513,0.14073,-0.06376,0.01441
-0.09060,-0.11171,0.20433,0.16992,16.04677,15.61244,0.06887,-0.02456,-0.09514,-0.11561,-0.14553,0.29205,0.20660,0.24686,0.08164,0.07231,0.01807,-0.07400,-0.10176,-0.00622,-0.03017,0.03258,0.28416,0.19419,0.00553,-0.11810
0.00094,-0.07839,0.12363,0.13259,14.17926,14.48540,0.03959,0.05860,-0.19779,-0.18140,-0.06851,-0.04902,0.06703,0.00349,0.16894,-0.02023,0.04787,-0.10706,-0.13336,0.01401,0.11298,0.04733,-0.05928,0.26798,0.00097,0.00875
0.05874,-0.10610,0.16214,0.13727,15.85670,15.19990,-0.02009,-0.13468,-0.29273,-0.23194,-0.23758,-0.21324,0.05717,0.06729,-0.08174,-0.11421,-0.00076,-0.06492,-0.08137,0.00648,-0.04224,0.06195,0.03117,0.11095,0.03656,-0.04556
-0.21153,-0.07806,0.30132,0.05443,14.58859,14.90233,0.22000,0.18874,-0.04071,-0.07750,0.12779,0.39409,0.39562,0.29742,0.06411,0.03014,-0.03071,-0.09342,-0.10891,-0.01544,0.08929,0.01346,0.08922,0.06160,0.00297,-0.03123
-0.08275,-0.05061,0.15672,0.08201,16.05017,15.31824,0.12262,-0.19953,-0.17969,-0.04156,-0.08103,-0.14711,0.13245,0.22965,0.04156,-0.08270,0.00936,-0.14220,-0.13915,-0.08028,-0.08922,-0.01871,-0.02762,0.14713,-0.00919,0.01909
-0.07568,-0.08693,0.14002,0.07069,13.65345,14.81578,0.11245,-0.03395,-0.13934,-0.11697,-0.01543,-0.19237,0.15916,0.20177,0.02420,-0.03937,-0.01956,-0.12496,-0.11221,-0.05385,-0.06306,0.12161,0.05815,0.13150,-0.03365,-0.02395
-0.06691,-0.08747,0.14450,0.06688,13.78186,15.35797,0.14583,-0.07099,-0.10357,-0.10698,-0.00202,-0.13314,0.17513,0.17927,0.00511,-0.04671,-0.02329,-0.08709,-0.10044,-0.00773,-0.05275,0.12117,0.04630,0.12174,-0.02870,-0.03856
-0.13774,-0.07081,0.17987,0.06340,13.12765,15.27558,0.08153,0.16293,-0.01845,-0.11541,-0.03220,0.01519,0.00339,0.34481,0.05795,0.00695,-0.01486,-0.03758,-0.12762,0.02716,0.00718,0.07477,0.04547,0.13633,-0.08971,-0.03769
-0.00612,-0.07542,0.09645,0.04927,15.71684,14.39090,-0.04043,-0.09931,-0.14145,-0.10445,-0.07001,0.01974,0.11699,0.09863,-0.04897,-0.00685,-0.00289,-0.04757,-0.12872,-0.00258,-0.02800,-0.05392,0.05766,0.05026,0.01214,-0.02601
-0.02476,-0.08651,0.13507,0.14732,15.01215,15.25683,0.08806,-0.06120,-0.28900,-0.18707,-0.18551,0.03131,0.04230,0.11025,0.13329,-0.09897,-0.04020,-0.08699,-0.11073,-0.04718,0.18598,0.15255,0.07409,0.23245,-0.02364,-0.06220
0.00295,-0.05931,0.09600,0.20250,14.21119,15.37810,0.03022,-0.04375,-0.22751,-0.11879,-0.12215,0.00813,0.08648,0.07277,0.11465,-0.13022,0.02635,-0.14192,-0.14312,-0.02261,0.14773,0.02952,0.11880,0.11565,0.00972,-0.06097
-0.05423,-0.04213,0.11633,0.17773,12.08214,14.86182,0.16024,-0.28830,-0.15425,-0.14753,-0.04411,-0.02805,0.24540,0.09054,-0.09696,-0.02233,-0.05219,-0.16982,-0.15836,-0.06926,0.04544,0.04318,0.16163,0.20465,-0.01657,-0.27171
-0.13229,-0.14716,0.14081,0.26016,17.82182,15.43289,0.12796,0.42669,0.04966,-0.18255,-0.08860,0.18019,0.14931,0.31953,-0.05706,0.08235,0.05920,-0.05399,-0.04936,0.00880,0.21453,0.20507,0.15882,0.29403,0.07437,0.18396
-0.14365,-0.17682,0.11410,0.22371,16.21684,15.32120,0.12535,0.20153,0.04043,-0.12767,-0.01847,0.05367,0.19727,0.16364,0.23494,-0.05190,0.09001,-0.00824,-0.01955,0.12254,0.21352,0.08920,0.39835,0.28333,0.11415,-0.01032
-0.08604,-0.27473,0.15882,0.31657,13.88838,14.72193,0.10866,-0.29077,-0.17826,0.01997,-0.07419,0.01566,0.21601,0.27382,0.33716,-0.00706,0.18327,0.06367,0.05703,0.13138,0.32414,0.15351,0.56914,0.38082,0.26544,-0.03312
-0.09448,-0.14569,0.16991,0.13840,14.89615,14.94460,0.19654,0.05302,-0.03070,-0.14623,-0.03402,0.07644,0.22876,0.24725,-0.01042,0.11790,0.01163,-0.02887,-0.07814,0.05021,0.09071,0.12658,0.03519,0.26662,0.01900,0.09341
-0.20389,-0.12948,0.21093,0.14482,15.21482,15.67376,0.15417,0.22516,-0.06207,-0.10853,0.16921,0.03463,0.18304,0.37191,0.09077,0.03641,0.08459,-0.04641,-0.02236,0.05177,0.23588,0.04670,0.07287,0.22764,-0.01852,-0.07748
0.02052,-0.06030,0.12685,0.06941,14.39102,14.30037,-0.03528,-0.12688,-0.19354,-0.16207,-0.29015,-0.07422,0.15151,0.08289,0.00578,-0.03226,-0.02351,-0.12257,-0.10663,-0.02035,-0.03204,0.04021,0.11588,0.16888,0.07676,0.05767
-0.18633,-0.04521,0.32625,0.12075,15.66374,15.34384,0.22235,0.31874,0.03783,0.15850,-0.08052,0.31444,0.26883,0.27102,-0.03890,0.01120,-0.04927,-0.06574,-0.14134,-0.02471,0.09856,0.04587,0.02964,0.11964,0.11502,-0.20341
-0.21600,-0.06809,0.34275,0.11796,15.80466,15.02964,0.19612,0.12767,0.11379,-0.05214,-0.07973,0.32048,0.32126,0.36210,-0.09347,0.00629,0.02193,-0.12203,-0.18972,0.02435,0.08793,0.09363,0.05281,0.10285,0.07828,-0.22495
-0.06374,-0.05899,0.24465,0.11545,13.92135,15.00032,0.11373,0.35843,-0.19116,-0.02344,0.02162,-0.11502,0.23986,0.22597,0.03045,-0.07768,-0.01532,-0.12840,-0.12674,-0.07901,-0.13633,-0.12492,-0.01661,0.20003,-0.07726,-0.13876
-0.03271,-0.05344,0.15373,0.06290,16.15247,15.05422,0.00045,-0.15818,-0.11853,-0.19148,-0.07394,0.16981,0.19481,0.17575,-0.03230,-0.03372,-0.05086,-0.14710,-0.13446,-0.02322,0.12727,0.07541,0.10629,0.01503,0.01733,0.02236
-0.11193,-0.03408,0.35479,0.08164,13.11222,14.88578,0.07195,0.16105,-0.14559,-0.03268,0.11951,-0.18833,0.16719,0.32979,0.05563,-0.09662,-0.03389,-0.05950,-0.18515,-0.06065,-0.05397,-0.06434,-0.01065,0.19054,-0.07413,-0.13741
-0.08636,-0.07847,0.15462,0.08639,19.30752,14.98013,0.12743,-0.10238,-0.20104,-0.14871,-0.00088,0.13873,0.15637,0.26669,-0.04256,0.00804,-0.02416,-0.03921,-0.15482,-0.00312,0.11253,0.11284,0.15135,0.12176,0.03838,0.07745
-0.16896,-0.13673,0.20317,0.06822,15.72452,14.70090,0.18940,0.04323,0.04331,-0.01410,-0.04183,0.15366,0.25640,0.12492,-0.00750,-0.00535,0.03348,-0.05228,-0.07053,0.03378,-0.02288,0.06191,0.10696,0.04681,-0.02709,0.01040
-0.06084,-0.04979,0.26616,0.06855,14.44906,15.36060,0.01607,-0.01871,-0.05922,-0.13245,-0.14660,-0.03244,0.20304,0.22005,0.01171,-0.08660,-0.09343,-0.10579,-0.12302,-0.10842,0.07944,-0.04856,-0.00465,0.10131,-0.03561,-0.08654
0.04137,-0.16649,0.26728,0.12244,15.91295,14.68734,0.00575,-0.02374,-0.26570,-0.33740,-0.31012,0.04597,0.06219,0.03257,-0.00918,0.03575,-0.06662,-0.00104,-0.01237,0.01297,0.07071,0.14375,0.24048,0.21319,-0.00011,0.07219
0.05110,-0.13528,0.17064,0.12668,14.93153,14.94379,-0.03060,-0.14800,-0.11849,-0.22129,-0.12925,0.10527,0.02204,0.04306,0.11133,0.02622,-0.02678,-0.07200,-0.06627,-0.02336,0.14849,0.17719,0.25257,0.15611,0.00022,0.05422
0.06838,-0.08923,0.22678,0.15519,15.55543,14.84923,-0.01202,-0.16626,-0.29021,-0.20527,-0.41176,-0.02515,-0.08235,0.00125,0.14222,0.04299,0.07450,-0.07243,-0.11685,0.11713,-0.01263,0.04151,0.20210,0.15909,-0.00736,0.01766
0.00557,-0.09498,0.18296,0.18536,14.09362,14.29146,-0.03965,0.03793,-0.29400,-0.19132,-0.04009,-0.04563,0.13147,0.08064,-0.04178,-0.12111,-0.05631,-0.08480,-0.12017,-0.14760,0.08083,0.02327,0.15285,0.26418,0.03984,0.09391
-0.24951,-0.09489,0.23827,0.11163,14.56758,15.95664,0.30140,-0.11092,0.08693,-0.02115,-0.09233,0.17806,0.37255,0.36081,0.08901,0.01771,0.02502,-0.11766,-0.11343,0.05149,0.09764,0.01513,0.13212,0.16455,-0.00750,-0.18531
-0.22007,-0.09044,0.20883,0.09929,13.19396,16.00044,0.26851,-0.12975,0.09367,0.06742,0.10575,0.17066,0.26853,0.36484,-0.03025,0.08233,0.05081,-0.12970,-0.11458,0.00465,-0.02894,-0.03054,0.09785,0.21149,0.00601,-0.10311
-0.23798,-0.03782,0.18379,0.15964,16.30774,13.86290,0.22708,-0.10074,-0.02339,-0.00758,-0.02499,0.19906,0.35921,0.32355,0.01147,-0.22816,-0.07466,-0.10495,-0.15576,-0.05484,0.12609,0.07540,0.16044,0.15135,-0.01445,-0.16056
0.17813,-0.06676,0.46306,0.06252,15.47931,15.57663,-0.08565,0.78599,-0.42462,-0.38696,-0.21380,-0.15061,-0.05782,-0.03405,0.00524,-0.01751,-0.02650,-0.14112,-0.13515,0.04852,-0.02405,-0.01823,0.02812,0.06143,-0.02915,-0.00097
-0.00269,-0.09731,0.12371,0.10315,14.70842,14.43816,0.03658,-0.18728,-0.19797,-0.17911,-0.09911,-0.00998,0.07998,0.06512,-0.00125,-0.10368,-0.00197,-0.09525,-0.12693,-0.11707,0.11019,0.03919,0.10869,0.16002,-0.04050,-0.06229
0.00868,-0.06744,0.06950,0.09353,15.71544,14.55922,-0.01417,0.05112,-0.16801,-0.10381,-0.01358,0.02676,0.07244,0.08246,0.06695,-0.12266,-0.03908,-0.08250,-0.17709,-0.06678,0.01818,0.00834,0.17636,0.22696,-0.00343,-0.09693
