beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,lambda_manual,lambda_acclka,gamma_manual__1,gamma_Z_manual__3,gamma_Z_manual__4,gamma_Z_manual__10,gamma_Z_manual__11,gamma_Z_manual__13,gamma_Z_manual__14,gamma_Z_manual__17,gamma_Z_acclka__2,gamma_Z_acclka__3,gamma_Z_acclka__5,gamma_Z_acclka__6,gamma_Z_acclka__7,gamma_Z_acclka__8,gamma_Z_acclka__9,gamma_Z_acclka__11,gamma_Z_acclka__12,gamma_Z_acclka__14,gamma_Z_acclka__15,gamma_Z_acclka__16
1.41328,10.17100,1.24959,0.68670,1.71148,1.46917,-0.12739,-0.50114,-1.57638,0.91881,-0.21728,-1.21777,0.00759,0.94074,1.43702,1.00444,-0.93803,-0.11278,-0.32694,0.01333,-0.61098,0.16534,-1.76718,0.99956,-0.20341,0.13360
2.28221,6.98555,1.45495,1.06434,1.60612,1.46519,2.07319,-0.16236,-2.36864,0.63707,-0.14727,1.79050,0.52509,0.12584,-2.20253,-1.79415,1.02027,1.30946,-0.26398,0.18701,1.06526,-0.28104,1.34408,-0.75871,0.29680,0.42555
0.50897,5.56022,1.37672,1.25724,1.70371,1.48131,1.65582,0.98692,-0.94963,1.54636,0.48021,-0.42498,1.14038,0.63457,3.02409,-0.17290,-0.75323,-1.18982,-0.37819,-0.11925,1.53911,0.73867,-0.35688,0.58614,0.34454,-0.66223
0.83491,3.93463,0.66333,0.81667,1.69946,1.44764,0.79279,-0.24769,-1.43634,-0.48589,-0.02282,0.10248,0.23112,-0.10137,-1.59613,-2.22802,0.28292,0.75981,0.14438,0.00765,0.06238,-0.36489,-0.57596,-0.92552,0.17649,0.14809
1.17723,6.99494,1.91545,0.85117,1.52809,1.47295,0.84653,0.83571,-1.06134,-0.30528,1.68930,-1.58915,0.79179,0.95971,1.32744,2.14039,0.32658,-0.90359,0.14535,-0.02218,-0.14606,0.13169,0.47403,1.30769,-1.10338,-0.28311
3.72684,13.09073,1.97192,1.53089,1.58646,1.45796,2.92019,-2.75845,-4.04180,0.55316,1.19857,2.60348,-0.74426,-1.28507,1.12706,2.41575,-1.09224,-1.46574,-0.22253,1.84568,2.65135,0.25011,-1.62167,1.09237,0.60205,-1.20431
2.78943,13.12469,2.25825,0.44494,1.54652,1.46699,1.83686,-1.89961,-3.16362,-1.69835,0.94595,1.25660,-1.59597,1.44962,0.09362,0.29693,-0.13712,-0.17484,0.03866,0.79493,0.47626,-0.21697,-0.14640,0.51557,-0.69141,-0.50300
3.41261,13.77543,1.30958,2.14619,1.68432,1.45916,-0.50812,-1.96085,-3.93875,-1.74505,0.03804,0.49677,-0.20062,-0.18604,1.32773,0.39035,2.88071,1.22269,-5.93020,3.51965,-3.72799,-0.52582,-0.32928,-1.05349,-3.05922,-1.73109
2.08000,2.99046,1.66248,0.21075,1.57088,1.44960,0.73647,3.37749,-2.41579,0.88723,0.12353,-1.08851,0.28612,-0.08346,-0.28024,0.12290,-0.14645,0.36120,0.21941,-0.02533,0.29304,0.05374,-0.06819,-0.12452,0.19437,-0.03404
1.79643,4.40682,1.11741,0.36065,1.60876,1.47151,0.53881,2.48786,-2.03029,-0.61960,0.68430,0.35060,0.80336,-0.00718,-0.45216,0.41152,-0.57677,0.27409,0.40121,-0.32738,-0.29131,-0.16667,0.26260,0.03661,0.74945,-0.41527
1.01686,4.26271,0.57105,0.36370,1.68389,1.50791,0.07815,0.38236,-1.18615,-0.26467,0.29550,-0.19697,0.00089,-0.24468,-0.71808,0.19353,-0.61552,0.14404,0.02693,-0.04163,-0.13924,-0.08656,0.31895,-0.10550,0.80011,0.35470
2.86972,3.85784,2.35195,1.27902,1.57664,1.49913,1.40929,2.34434,-2.75119,-2.15445,-0.58979,-0.81845,3.00752,0.36441,0.31292,0.60311,-0.03986,1.63543,-0.93063,-2.71465,-0.69891,1.21463,-1.02870,-0.63339,0.24878,1.76538
0.80389,6.41621,1.13871,0.66764,1.71294,1.42889,0.37057,1.04961,-1.10981,-0.11619,-0.47286,0.24283,0.48206,1.23103,-1.27752,0.42695,0.53577,0.04529,0.59125,-0.13139,-0.20955,0.39924,0.58961,0.81968,0.71584,-0.46141
1.44688,8.55204,1.35291,0.60075,1.69727,1.45649,1.23999,0.41348,-2.18490,-1.34763,-0.64688,0.61186,2.39966,1.67475,-0.33691,0.48271,1.51767,0.65934,0.03709,0.30707,0.80714,0.66545,0.21619,0.60485,0.96249,-0.67302
3.47240,4.59361,1.66105,0.73248,1.57355,1.47961,1.83737,-1.31728,-3.78351,3.30861,2.48913,-1.02830,-0.52588,-1.74157,0.22932,-0.69900,-1.84259,-0.76362,0.04859,0.11783,-1.03019,-0.87010,-0.64840,-0.94384,-0.85685,1.04444
6.52254,4.42466,2.09083,0.82248,1.70394,1.47430,1.19200,1.68457,-7.12438,-1.07387,2.28750,0.47852,1.71917,-1.50409,-0.79189,0.42683,0.45301,-0.86334,1.68366,0.74638,0.02557,-1.24274,0.16387,0.87731,0.07195,0.83266
7.39449,3.59444,2.34928,0.87625,1.68319,1.47947,1.26652,1.66725,-7.76737,-0.80766,3.47566,-0.45899,2.30815,-0.70494,-0.83784,0.59858,0.50405,-0.72490,1.88999,0.87245,-0.12852,-1.76368,-0.20663,0.75380,0.08194,0.67407
0.95568,7.64597,0.75682,0.45897,1.60813,1.47306,0.35131,-0.58661,-1.31748,-0.32342,-0.92061,0.76466,0.60086,1.10850,0.23704,-0.02602,-0.59861,-0.09616,-0.73765,0.06018,0.63072,0.28907,-0.36122,0.16225,-0.31391,0.03437
1.72296,6.99434,1.52605,0.11135,1.68105,1.45466,0.03932,-0.45397,-1.67597,-0.80300,-0.22376,-1.83055,0.28343,-0.33875,0.01264,0.07626,0.13712,0.15821,0.12792,-0.01909,-0.06634,-0.12851,0.09782,-0.03460,0.19162,0.15417
2.15281,3.90174,2.11442,2.08939,1.59464,1.42468,1.74336,0.72929,-2.39047,-1.31453,2.86626,2.29361,4.04512,-0.14639,-1.28437,-2.98962,3.70958,-1.11953,1.13294,-1.12151,0.39834,-1.11181,0.45421,2.71361,-3.34033,1.72549
2.04420,13.01466,1.30842,0.19189,1.77584,1.50199,1.56964,-0.46311,-2.42899,-0.25238,-1.65206,-1.57200,0.04648,0.57702,-0.14533,0.28342,-0.30780,0.09067,-0.10243,0.13640,-0.05102,0.06203,-0.02565,-0.24621,0.11797,-0.14520
2.90497,3.38172,1.57941,1.50151,1.55592,1.41970,-0.17487,0.20564,-3.35098,0.54286,2.87535,2.73637,1.77388,-1.32265,1.01864,-1.52727,2.71548,-0.91272,0.10475,-1.08740,-0.93723,-1.65803,-1.24254,0.01809,-0.62782,-0.00045
3.20691,5.79633,1.70557,0.73851,1.66026,1.44399,0.17679,0.35330,-3.54818,0.52262,2.55360,2.07991,-1.95433,0.08605,2.12369,-0.09839,0.62437,-1.46775,0.73336,0.07073,-1.26330,0.16594,-0.99253,0.33472,-0.99780,0.97003
1.84215,9.55161,1.77787,1.07320,1.61677,1.48531,1.28211,-0.98370,-2.25141,-0.96037,-1.55038,-2.24663,2.78407,2.35037,-2.91771,1.29007,-0.96788,1.18424,-0.00388,-0.43340,1.78936,0.86854,-0.47137,0.65140,1.53498,-1.50663
1.53944,9.47810,0.96815,0.88754,1.59165,1.48788,1.32493,-0.84464,-1.83763,-0.55751,-0.16234,-0.52099,0.70232,-1.23949,0.63284,-0.63503,-0.42386,-0.89845,0.39436,1.13076,1.67217,1.27712,-0.52174,0.70382,-0.24078,-1.07073
1.46082,3.10580,0.98706,0.31032,1.68906,1.47271,0.59256,-1.96225,-1.88649,-0.77463,1.13257,-0.20246,0.04056,0.63842,0.15209,0.17337,0.04752,-0.21839,0.22644,-0.09852,-0.13840,0.25488,-0.29233,-0.37768,-0.11668,-0.03389
1.64599,6.61661,2.92613,0.62766,1.73376,1.45666,3.15064,6.89267,-2.12265,2.46421,0.48709,-0.21032,1.43389,0.22469,-0.38378,-0.35213,0.11473,0.53440,-0.28470,0.21173,0.54386,-0.59705,0.60284,0.74298,0.41311,0.11946
1.26144,5.96359,0.67384,0.85272,1.74091,1.45546,0.53779,0.09153,-1.70895,-0.76624,-0.29930,-0.32333,1.10018,0.13888,1.05056,1.61617,0.94468,-0.86937,0.13744,-0.30561,-0.08180,0.98170,2.03850,-0.63672,-0.18182,-0.38293
2.92236,8.51484,1.32147,1.40309,1.57727,1.49774,-0.60586,-0.47560,-3.24429,-2.65359,-0.95890,-2.57939,-0.53285,1.34453,0.57567,1.80182,1.75007,-1.40245,0.44824,-1.11674,-3.47648,-1.63476,1.99372,-1.68156,-1.71801,0.55987
3.37790,6.90524,1.26417,0.69203,1.51140,1.46619,-1.93463,-0.50413,-3.63611,-1.67409,-0.36870,-1.58652,-0.79424,0.79550,-0.08330,0.73532,0.50066,-0.22491,1.00503,-0.38921,-0.97185,-0.67184,0.25485,-1.05498,0.39822,-0.29715
5.68490,6.36951,2.03064,0.50401,1.55817,1.47492,-2.16201,-0.50126,-5.47463,-3.19852,0.55329,-3.62031,-1.36234,2.12084,0.72886,0.70213,0.69237,-0.20845,1.03023,-0.25270,-0.80457,-0.52226,-0.30055,-0.86660,0.33992,-0.13787
0.41897,5.67850,0.87165,1.28654,1.72465,1.45343,1.10029,0.62502,-0.11971,0.84196,-0.00070,1.64270,0.92519,-0.02866,-1.92154,-1.03167,-2.20776,-0.64275,-1.11491,0.71396,0.89069,1.36800,2.24430,2.22865,-0.14020,0.80221
2.93247,4.90622,0.98266,0.47558,1.65550,1.42695,0.68065,1.04809,-3.36488,-1.38358,-0.27287,-0.40488,0.27319,1.06908,0.45691,-0.09417,0.59709,1.33648,0.55264,0.16117,-0.18654,0.08776,-0.65897,-0.07287,-0.49619,0.01221
2.47479,3.55941,1.87596,0.16932,1.69369,1.43392,-0.63741,0.74137,-2.77922,-1.70830,-1.83634,-1.10575,1.78575,1.23901,0.15613,0.09812,0.17146,0.39354,0.14043,-0.07622,0.02411,-0.25404,-0.12300,0.21486,-0.01622,-0.01625
0.37076,6.52665,1.20760,0.04304,1.63970,1.50053,2.68343,-0.66127,-0.56303,0.37175,1.49952,0.24727,0.43113,3.16160,-0.01047,0.00851,0.04556,-0.00660,-0.00857,-0.00835,0.06698,0.00554,0.01919,0.00557,-0.03681,-0.02492
2.77404,8.14823,1.74491,0.19325,1.71495,1.44736,-0.05852,-0.64478,-3.35090,0.68466,1.46164,-1.14514,0.00300,3.63099,-0.22247,-0.04823,-0.06794,0.22953,0.54234,0.04443,-0.22607,0.17808,0.19654,-0.27734,0.13678,0.22769
1.71647,3.71955,1.70093,0.28563,1.59795,1.45820,1.60971,0.63969,-1.96277,-1.37259,-0.77644,0.12012,2.80269,-1.23229,0.37832,0.04382,0.09142,-0.28625,-0.57494,0.24381,0.30428,-0.31547,-0.39236,0.41799,-0.18677,-0.39419
2.87155,11.49881,1.70342,1.56154,1.64602,1.47472,-0.57146,0.47701,-3.13707,0.68891,1.58356,2.21440,-1.37857,1.87922,1.41922,-0.15170,0.68763,0.92639,-0.53058,-0.93167,0.00479,-0.20121,0.76263,-2.27431,-1.29207,0.02145
1.74486,10.36373,1.55288,0.51059,1.76207,1.48974,1.68903,-1.18187,-2.04757,-2.07249,3.16307,2.00909,0.20343,0.80829,-0.26043,0.77765,0.52852,0.31968,0.15327,-0.03243,0.19071,0.90906,-0.10152,-0.12332,-0.21032,-0.67047
2.12890,5.63058,0.86193,0.42310,1.59284,1.41502,-0.17964,0.77851,-2.19770,-0.25828,0.35464,1.53762,-0.43156,-0.82193,-0.48242,-0.08385,-0.25322,-0.22319,0.15712,0.63466,0.21904,-0.15027,-0.06921,0.00330,-0.13396,0.41107
2.17918,8.37286,1.57993,0.39644,1.72344,1.50969,0.00190,-1.77362,-2.38227,-1.27340,0.23318,-2.46325,0.90192,1.39793,0.47298,-0.29606,0.28054,0.16620,-0.06101,-0.09256,-0.28900,0.02532,-0.03835,0.90317,0.53668,-0.39239
1.31572,5.96128,1.07579,0.27519,1.70003,1.48592,0.70457,-0.04308,-1.58884,-0.76691,0.10416,-1.08740,-0.05018,1.17519,-0.14475,-0.30865,0.09680,0.34473,-0.12295,-0.10526,-0.11338,0.00438,-0.16285,0.48870,0.38440,-0.35474
2.03927,5.37509,1.31671,0.64498,1.65907,1.48955,0.59784,-1.85268,-2.25248,1.85260,-0.66687,-0.46546,2.21655,-0.69874,-0.40982,0.10039,0.19180,0.61629,-0.30572,-0.78950,-0.14750,0.39717,-0.22961,0.43502,0.24530,0.04540
2.13350,9.62235,0.84069,1.85960,1.61139,1.47031,0.09289,-1.80132,-1.38287,0.97829,0.40169,-0.30253,2.15795,-1.00495,-2.79797,0.95793,2.34236,3.43473,-1.32086,-3.22106,0.17949,1.72716,-0.39943,1.98200,-1.24727,-1.11267
2.01947,2.76144,0.81392,0.47126,1.66160,1.50373,0.41665,-1.13908,-1.24751,0.26128,-0.25229,-0.65418,0.90798,0.09335,0.06956,0.50394,0.39172,-0.02487,0.03400,-0.51248,-0.08619,0.66082,-0.34813,-0.09006,0.15837,-0.00034
2.12626,8.10533,1.04898,1.15002,1.64221,1.43553,0.81709,1.64774,-1.01956,-0.51790,0.61200,0.57501,-0.14771,0.11223,-0.41533,0.14612,0.09097,-1.09757,0.01934,0.18938,0.15454,0.72722,0.13647,-0.16971,-0.27042,0.95197
1.50762,6.07639,1.27471,1.77930,1.66921,1.45757,1.83862,2.23213,-0.90214,-0.29630,-0.62964,1.82317,0.43252,0.65262,0.48371,1.42857,1.32714,-0.21853,2.66991,0.12812,-1.21436,1.32438,1.18965,0.37054,-0.80984,-0.57714
4.56020,5.22195,1.56101,0.24993,1.63931,1.47850,0.33864,-2.37390,-4.52553,-0.16253,2.31474,-2.16698,-0.20761,1.32274,-0.07515,-0.16084,-0.24938,-0.08439,-0.28679,0.26701,0.09212,-0.19095,-0.14327,0.09463,0.11241,0.09694
1.46210,6.17968,0.89030,0.74080,1.69561,1.44729,1.22957,2.28418,-1.66607,0.00822,-0.41830,1.41826,1.03549,-0.38423,-0.02491,0.31370,0.74601,0.23893,0.56116,-0.46522,-0.26884,0.61250,0.69397,-0.25676,-0.30252,-0.17206
1.18396,7.14477,0.98495,0.34136,1.72671,1.45427,1.76331,1.56669,-1.29948,0.62194,-0.68410,1.25782,1.64243,-0.57800,0.16953,-0.05058,0.28169,0.04747,0.44233,-0.62577,0.18739,0.08486,0.41001,-0.29365,-0.07386,-0.16065
1.61762,4.86680,0.89395,0.74534,1.68132,1.47995,0.20037,0.18728,-1.75862,-1.32540,-0.18757,-1.94839,-0.67290,2.33354,0.41793,-1.18765,-1.59041,-1.13913,-0.79452,0.58983,0.85027,0.91560,1.21237,0.67991,0.71845,-0.03128
3.05149,8.04486,1.39121,0.59361,1.70492,1.45967,0.32482,0.01200,-1.98619,-1.33585,1.19516,0.80471,1.57072,-2.24551,0.12849,-0.27155,0.61993,0.96919,0.01458,-0.10541,-0.87284,-1.79012,-1.33397,0.72133,-0.86680,0.93410
3.77482,4.82172,1.46733,1.27397,1.59622,1.42846,1.84190,0.36573,-3.41447,-2.32380,0.14231,-0.13102,2.91328,0.69601,-1.27332,0.70685,0.14988,2.78235,0.52269,-0.81151,-1.20148,-1.40854,-4.30155,0.80774,-1.52801,0.58579
1.25855,5.07609,0.43650,0.73088,1.52466,1.50035,0.15348,-0.14546,-0.45623,0.39176,-0.08961,-0.05474,0.85662,0.19101,0.10191,-0.49152,-0.22124,-1.44579,-0.08553,0.35234,1.05476,1.00231,2.45511,-0.42647,0.87305,-0.31960
5.05246,5.61629,2.18207,0.49353,1.76871,1.50007,3.59601,2.88842,-5.31254,0.38227,0.27970,0.30159,-1.48162,0.86673,-0.64136,0.63715,-0.10268,0.05303,0.14387,0.33605,0.65062,-0.06393,0.00300,0.95773,0.26458,0.63515
4.22774,5.81676,1.57099,0.43227,1.74908,1.51779,1.95127,1.65316,-4.76594,0.13247,0.38874,0.35974,-2.11671,0.69385,-0.46396,0.58453,0.03518,0.18848,0.21786,0.17821,0.67401,-0.06779,0.05730,0.76595,0.20803,0.52465
2.10243,11.28412,2.03492,1.61295,1.57498,1.42235,3.65142,1.16373,-2.54586,-1.03386,0.33030,2.36115,4.48830,0.64914,1.16009,-2.37943,-0.44569,-1.26325,-0.43413,1.44817,-2.75220,0.38636,0.77203,-3.90068,-0.20228,-1.69581
0.99365,3.15349,0.74842,0.22573,1.71637,1.49184,0.92217,-0.91122,-1.02521,0.30665,0.12767,-0.69609,-0.76973,0.20191,-0.03902,0.10865,0.17153,0.14348,0.35694,-0.09951,0.30672,-0.13100,-0.22405,0.49939,-0.00813,0.06696
2.39336,5.31634,2.59680,1.92648,1.52756,1.44641,-0.15716,2.65423,-2.94504,-1.01290,2.37900,1.85101,6.60293,3.82697,-0.03975,0.59325,0.47681,0.61780,-0.39044,1.77845,-2.73412,0.49818,0.79799,-2.21354,-0.15057,0.31553
2.09092,6.09886,0.83830,0.04262,1.85789,1.46722,1.22181,-0.53792,-2.32269,-0.16291,-1.01355,-0.96054,-1.01134,-0.86161,0.00050,0.00486,-0.02081,-0.02014,-0.01798,-0.03131,0.04762,-0.09299,-0.01446,0.09313,0.00948,-0.01625
1.71644,9.76230,0.85961,0.55082,1.54527,1.50707,0.59656,-0.50111,-1.70054,0.91684,0.22325,-1.14413,1.54633,-0.28364,0.77529,-0.12942,0.01526,0.12016,0.14375,0.78568,0.61149,0.52115,-0.33071,0.03410,0.20323,-1.02994
2.88737,7.54643,2.92271,1.18007,1.61811,1.46164,2.48861,1.22124,-2.75198,1.63393,-2.42795,-0.89651,0.57264,-2.06869,2.39910,-0.68310,-0.68575,0.72465,-0.28848,0.17964,0.55275,0.46428,0.03389,0.78905,0.02660,1.01200
4.89333,4.10961,1.22675,0.49389,1.63883,1.48223,-0.27555,1.31183,-5.13488,0.75382,1.30675,-1.42633,0.50114,0.33935,-0.77959,-0.21413,0.36903,-0.42733,-0.56484,0.22554,-0.30640,-0.91908,0.33938,-0.13045,-0.09444,0.17474
2.44955,7.45086,0.54386,0.49171,1.61355,1.45298,0.76339,-0.17029,1.14137,0.49257,-0.72771,0.56559,0.23337,0.88070,0.78571,0.38780,-0.29113,0.44677,0.56250,-0.12576,0.35084,0.95579,-0.26321,0.06864,0.10713,-0.57092
2.89329,7.25051,0.64929,0.59144,1.57048,1.46071,0.60925,-0.71543,1.17426,-0.17702,-0.71853,1.18238,0.10833,1.10259,0.79185,0.35691,-0.59197,-0.03506,0.53938,0.49444,-0.06938,0.66503,0.21989,0.68106,-0.90143,-0.58383
5.79879,4.07487,1.09900,1.07377,1.59388,1.48234,-0.13072,1.42016,-2.91289,0.22605,1.04856,-1.72559,0.25589,-2.05651,-1.40996,-1.97936,0.69030,0.31841,-0.72321,-1.05825,0.12488,-2.33176,-0.38638,-1.30850,1.89596,1.74683
1.42121,16.44586,1.43551,0.11577,1.65507,1.43713,2.82416,-2.22454,-1.90642,-0.75032,-1.34646,2.42096,-0.23360,4.25663,0.18633,0.17748,-0.09480,-0.00028,0.07044,0.06705,-0.01804,0.26638,0.00302,0.15932,-0.19842,-0.13879
1.27623,13.38952,0.81021,0.16659,1.70976,1.44465,0.50938,-0.48417,-1.54339,-0.10930,-0.50621,-0.11607,1.13309,1.82585,0.11382,0.19199,-0.20902,0.05093,0.08099,0.01345,0.03140,0.16690,-0.16767,0.04391,-0.15160,0.05567
1.72365,10.01788,1.11405,0.11657,1.70147,1.47290,0.90389,0.17974,-2.00680,0.34381,-1.46144,-0.48207,0.69499,1.55296,0.02848,0.05652,-0.05486,0.01260,-0.09124,0.02164,-0.09823,0.30819,-0.08832,0.15754,-0.07226,-0.04454
2.28886,3.30964,1.75327,0.11342,1.56300,1.44422,0.92533,-0.77549,-2.61666,-0.21221,2.48504,1.67776,0.39747,-0.04049,-0.04915,-0.05920,0.02588,-0.09883,0.14579,0.09039,-0.10748,-0.18566,0.16664,-0.07317,0.01181,0.03021
2.89006,6.95653,1.91486,0.16838,1.65905,1.43911,3.34300,0.29961,-3.27067,-0.49011,2.42702,1.75799,-0.59173,-1.36887,-0.08995,-0.20767,0.20853,-0.06267,-0.00994,-0.14566,0.04234,-0.17145,0.26898,0.03485,0.29990,0.00465
1.38388,4.18173,0.62275,0.19354,1.50249,1.40960,1.24271,0.49768,-1.66344,0.28595,1.13856,-0.14935,-0.18105,-0.16686,0.02969,-0.31291,0.18491,0.46193,-0.14247,-0.15145,-0.08688,-0.01880,0.35816,0.00106,-0.25728,-0.10729
2.47629,5.21111,2.39501,0.75964,1.73930,1.51136,-0.11817,-2.84223,-2.84168,2.83459,-2.23794,-1.43301,3.18311,3.37565,-0.86572,0.53787,-0.73951,-0.91865,0.84532,-0.35176,-0.56550,-0.38225,0.06799,1.17441,-0.48319,-0.62109
2.57681,4.43093,0.70107,0.28521,1.57963,1.42793,0.56447,0.59154,-2.75136,-0.25479,0.49979,0.54904,-0.78237,-1.69456,0.27396,-0.49626,0.24130,0.24718,-0.25059,0.16710,0.35062,-0.01231,-0.03910,-0.14600,0.16983,0.19818
2.07198,6.87365,0.97445,0.04743,1.68908,1.46231,1.03746,1.27732,-1.08778,-2.04209,-0.70558,0.55836,0.86988,-0.98375,-0.01230,-0.03565,-0.02108,-0.00786,-0.02407,0.05242,0.05361,-0.11812,0.00086,-0.04670,0.01052,-0.01082
3.37074,7.56388,0.74680,1.48860,1.46436,1.47151,0.04634,0.72772,0.88727,-0.30604,-0.28741,-0.81639,-0.42727,-1.22117,1.09179,-0.05668,0.73110,-0.44038,1.23684,-0.91970,-1.54861,2.71581,3.96076,2.07095,0.27148,1.61186
4.40209,16.57579,0.90073,0.07031,1.56557,1.44641,1.62599,0.16220,-0.29979,-0.27138,0.49642,-0.99294,-0.25536,0.19724,-0.03125,0.00298,0.00445,0.01597,-0.17244,-0.02202,-0.00517,-0.04246,-0.05340,0.04871,0.03065,-0.00480
4.41134,17.51877,0.95271,0.06635,1.57935,1.45073,1.92550,0.29826,-0.32505,-0.48167,0.34205,-1.12831,0.03826,0.37703,-0.02718,-0.01008,-0.00021,0.00992,-0.19167,-0.03520,-0.00421,-0.03678,-0.04969,0.04777,0.02998,-0.00807
6.16258,9.92107,0.65849,1.81126,1.56931,1.46517,-0.75286,0.11219,-0.27897,0.33985,-0.17946,1.11177,1.25014,-0.25056,1.01243,0.13983,1.02626,0.60238,4.56857,1.58405,0.53562,1.03090,0.96551,-0.15799,-2.05388,1.86492
5.93266,7.31566,2.22152,0.26530,1.54801,1.44782,1.15707,1.72795,6.96621,0.70343,3.12601,-4.57495,-3.15855,-2.21047,-0.06978,0.19585,0.08888,-0.32482,-0.14099,-0.07984,-0.04171,0.01516,-0.35380,0.04365,0.49319,-0.23982
7.03392,8.16229,0.18066,0.64508,1.56871,1.48831,-0.12036,-0.06362,-0.52138,-0.02369,-0.24871,0.37002,0.17104,0.29377,0.26526,-0.49080,0.20168,0.80699,0.63223,0.04434,0.03394,-0.09829,0.70932,0.07338,-1.00533,0.65787
1.38562,9.15688,0.16872,0.24911,1.53511,1.47251,-0.03724,-0.10807,0.09696,0.02256,0.20263,-0.06967,-0.11862,0.15735,-0.14233,0.09813,-0.14404,0.02354,0.06017,0.29084,-0.29914,-0.05847,-0.20092,0.39991,0.33418,-0.27057
6.37957,7.48456,0.11878,0.14439,1.55788,1.42502,0.16109,0.02301,0.00421,-0.05087,-0.04002,-0.08858,-0.00959,0.04911,-0.06054,-0.27245,0.16011,-0.06651,-0.16960,-0.17660,0.09329,-0.13239,0.16811,-0.10038,-0.12307,0.05881
5.47650,2.95270,0.08483,0.03844,1.58164,1.46164,0.06985,-0.00238,0.02767,0.03468,0.00544,-0.16602,-0.23030,-0.01108,0.09450,0.01273,-0.04381,-0.00574,-0.03210,0.05198,0.05071,-0.00044,0.01030,-0.02972,0.00195,0.04509
6.19439,6.38816,0.04964,0.03474,1.47114,1.51162,0.02684,-0.04016,-0.04454,-0.02834,0.01556,0.03016,-0.02962,-0.01602,0.04181,0.00174,-0.03874,0.05836,0.03344,-0.00813,-0.02575,0.00698,0.00522,-0.02379,0.04629,-0.03247
5.30851,9.76191,0.05300,0.05000,1.51295,1.50159,-0.04662,-0.06730,-0.00913,-0.05526,0.00320,-0.02880,-0.06854,0.06460,0.01600,-0.00432,-0.08646,0.09155,0.05583,0.04720,-0.01237,0.01142,0.01047,-0.01813,0.08190,-0.04848
5.92456,4.60695,0.02187,0.98635,1.58343,1.42866,-0.01512,0.03990,-0.01191,-0.02196,-0.01765,0.01423,0.03023,0.02718,-0.12623,0.04331,1.85768,-1.80369,-0.57505,-0.22923,1.23796,1.57899,0.15719,-0.31554,-2.56764,-0.47450
7.68315,5.52037,0.02100,0.27642,1.56237,1.47432,-0.03091,0.01906,-0.03596,-0.02450,0.01794,0.04006,-0.02132,0.01529,-0.07929,-0.13531,0.07396,-0.44884,-0.15734,-0.23096,0.20340,0.20638,0.08264,-0.33851,-0.48848,-0.29673
10.09210,3.29414,0.01918,0.39670,1.64262,1.46030,-0.01690,0.00890,-0.02173,0.02988,0.03935,-0.00875,0.02592,0.00760,0.26490,0.19138,0.13014,-0.31895,0.16460,-0.22287,-0.79835,0.16158,-0.00761,0.33434,-0.27504,-0.19770
1.55450,6.32693,0.76490,0.23151,1.54618,1.46813,0.74075,0.57382,0.95643,-1.19725,-1.33784,0.39733,-0.79115,-0.71908,-0.11237,-0.03004,-0.05139,0.09742,0.02164,0.26303,0.47939,-0.16649,0.05129,-0.16409,0.11619,0.11152
4.48135,8.37126,0.69694,0.05978,1.54528,1.48659,0.32385,0.94305,0.69057,-0.76786,-0.38915,0.49703,0.29540,0.13509,0.03551,-0.05741,-0.03663,0.02556,-0.00147,-0.04356,0.07334,-0.00568,-0.01738,-0.01224,0.00093,-0.00700
4.54234,4.23906,0.95132,0.12486,1.49908,1.48831,0.53623,0.26153,-0.30370,-1.67337,0.48098,0.66183,0.64283,0.59244,0.02840,0.09332,-0.14506,0.07873,-0.10630,-0.27274,0.07442,0.01231,-0.04962,-0.18304,0.04640,-0.01981
2.60106,5.95822,0.86654,2.61189,1.76078,1.43003,-0.15161,0.21538,-2.65279,0.19770,1.07340,-1.80524,-0.85614,1.11331,-0.59813,-1.05530,2.95798,2.59214,0.33798,7.14594,-2.62000,2.86417,5.22932,-0.59415,-0.82632,7.24355
1.98568,4.35689,1.37627,0.07211,1.54571,1.50065,1.21354,0.74817,-2.31533,3.54080,-0.70414,3.55739,2.54745,0.72987,0.01145,0.04767,-0.04645,-0.05307,-0.00948,-0.16462,0.08046,-0.04642,-0.06914,0.02091,0.02374,-0.17201
1.81282,3.27023,1.89419,0.59216,1.62632,1.51723,0.64040,-0.44575,-2.16578,-0.21617,0.37516,2.43506,-0.22693,-1.00913,0.23507,0.48532,0.52429,0.71373,-0.44599,-1.74493,-0.72932,-0.42453,-0.84310,-0.41148,0.01207,-0.26874
5.33084,11.63705,2.20513,0.58608,1.72666,1.39928,1.41360,-2.99365,-5.77855,1.47794,2.14189,-1.14824,1.17437,1.01919,-0.84091,0.24692,0.24875,-1.09836,0.31962,-0.04424,0.10040,0.76679,0.18972,-0.49663,0.13500,-0.45060
1.52884,7.65142,0.95858,1.03050,1.56664,1.47713,0.11648,0.70955,-1.75123,1.11602,-0.94381,0.31470,1.10154,0.37442,1.74708,-0.06723,0.34104,-0.01009,0.41584,0.80209,-1.64935,-1.56584,-0.99359,0.45891,0.24391,1.00788
1.67128,4.37152,1.79187,0.34592,1.69828,1.48064,1.20332,2.89493,-2.04799,-1.00979,0.27883,3.28714,-0.56249,-0.30766,-0.51043,-0.14189,-0.18741,-0.33602,0.08875,-0.22709,0.31702,0.41028,0.37874,-0.03936,0.01477,-0.05717
